24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26
38,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40
38,30,30,30,30,30,30,30,30,30,30,30,48,30,30,30,30,30,30,63,30,30,30,30,48,48,30,30,30,30,30,30,30,63,49,30,30,30,30,30,30,30,62,48,49,30,30,30,30,30,30,30,49,30,30,30,40
38,49,30,30,30,30,30,30,30,30,30,30,30,30,30,48,30,30,30,30,63,30,30,30,30,30,30,30,30,63,30,30,30,30,30,30,30,63,30,30,30,30,63,30,48,30,30,49,30,30,30,30,30,30,30,30,40
38,30,30,30,63,30,30,63,30,30,48,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,49,30,30,30,48,63,30,30,30,48,30,30,30,30,30,30,30,30,30,30,30,30,40
38,30,30,30,30,30,30,30,30,30,30,30,30,30,30,49,30,30,30,30,30,30,30,30,30,30,30,63,30,30,48,30,30,62,48,30,30,30,30,30,62,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40
38,30,30,30,30,30,30,30,30,30,63,30,30,62,30,30,63,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,63,63,30,30,30,30,30,30,30,30,30,30,30,30,30,30,49,30,63,30,30,30,40
38,30,30,62,30,63,30,63,30,30,30,30,30,30,30,63,30,30,30,30,63,62,30,30,48,30,30,48,63,30,30,30,30,30,30,30,62,30,63,30,30,63,30,30,30,30,62,30,48,30,30,62,48,30,30,30,40
38,30,30,30,30,62,62,30,30,30,30,30,30,30,49,30,30,49,30,30,30,30,62,30,30,30,30,30,30,30,30,63,30,30,30,63,30,30,30,30,30,30,30,30,30,30,30,30,49,30,30,63,30,30,30,30,40
38,30,30,30,30,30,49,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,48,30,30,30,30,30,30,30,30,30,30,30,30,30,62,30,30,30,30,49,30,30,30,30,30,30,30,30,48,30,30,30,30,40
38,30,30,30,30,49,30,30,30,62,30,30,30,30,30,30,30,30,30,30,48,49,30,48,30,30,30,30,48,30,30,30,30,30,30,30,62,30,62,30,30,30,30,30,30,30,30,63,30,30,48,30,30,30,30,30,40
38,30,30,30,30,30,30,63,30,30,30,30,49,30,30,30,30,30,30,30,30,62,30,30,30,30,49,30,30,30,30,30,30,30,30,30,30,48,30,63,63,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40
38,30,30,30,30,30,30,30,30,30,30,30,30,30,49,30,30,30,30,30,30,30,30,49,30,30,30,30,30,30,30,30,30,30,30,30,30,62,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,40
38,30,30,30,49,30,62,30,30,30,30,30,30,63,30,30,30,30,30,30,30,30,30,63,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,63,30,30,30,63,30,30,30,30,30,30,30,30,40
38,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,49,49,30,62,63,30,30,30,30,49,30,30,30,30,40
